,gameDate,possessionTeam,defensiveTeam,defensiveTeamQt,ballCarrierDisplayName,heightInCm,weightInKg,position,ballCarrierAge,quarter,down,gameClock,gameClockInSeconds,yardsToGo,preSnapHomeScore,preSnapVisitorScore,signedScoreDiff,absoluteYardlineNumber,offenseFormation,offenseFormationQt,defendersInTheBox,prePenaltyPlayResult,playNullifiedByPenalty,playResult
166,09/15/2022,KC,LAC,18,JuJu Smith-Schuster,185.4,97.52,WR,25.0,3,1,9:05,545,10,7,17,-10,74,SHOTGUN,5,6.0,2,N,2
167,10/27/2022,BAL,TB,30,Gus Edwards,185.4,107.95,RB,27.0,3,1,6:17,377,10,10,10,0,72,PISTOL,4,7.0,2,N,2
168,10/16/2022,LA,CAR,5,Brandon Powell,172.7,85.73,WR,27.0,3,2,7:35,455,11,7,10,-3,49,SHOTGUN,5,7.0,5,N,20
169,10/09/2022,HOU,JAX,15,Dameon Pierce,177.8,97.52,RB,,2,2,4:16,256,11,3,3,0,75,SHOTGUN,5,6.0,2,N,2
170,10/02/2022,KC,TB,30,Marquez Valdes-Scantling,193.0,93.89,WR,27.0,3,2,8:41,521,7,17,31,14,59,PISTOL,4,6.0,25,N,25
171,10/23/2022,WAS,GB,12,Antonio Gibson,188.0,100.24,RB,24.0,3,2,2:27,147,2,17,14,3,90,SHOTGUN,5,6.0,4,N,4
172,10/30/2022,IND,WAS,32,Jonathan Taylor,180.3,100.24,RB,23.0,3,3,8:00,480,3,3,7,-4,31,SINGLEBACK,6,8.0,0,N,0
173,09/11/2022,TEN,NYG,24,Derrick Henry,190.5,112.04,RB,28.0,1,1,6:10,370,10,7,0,7,92,I_FORM,2,7.0,5,N,5
174,09/25/2022,WAS,PHI,26,Curtis Samuel,180.3,88.45,WR,26.0,4,2,13:02,782,10,2,24,-22,57,SHOTGUN,5,6.0,5,N,5
175,11/06/2022,LA,TB,30,Darrell Henderson,172.7,90.72,RB,25.0,1,2,14:50,890,10,0,0,0,83,SINGLEBACK,6,7.0,5,N,5
176,10/02/2022,ARI,CAR,5,Trey McBride,190.5,111.13,TE,,1,1,14:55,895,10,0,0,0,86,SHOTGUN,5,6.0,6,N,6
177,09/18/2022,ARI,LV,19,Zach Ertz,195.6,113.4,TE,31.0,2,1,4:26,266,15,17,0,-17,49,EMPTY,1,6.0,6,N,6
178,10/23/2022,DEN,NYJ,25,Melvin Gordon,185.4,97.52,RB,29.0,2,1,6:42,402,10,6,7,-1,45,SINGLEBACK,6,7.0,1,N,1
179,10/09/2022,JAX,HOU,13,Travis Etienne,177.8,90.72,RB,,3,1,10:50,650,10,6,6,0,94,EMPTY,1,6.0,9,N,9
180,10/16/2022,CLE,NE,22,Nick Chubb,180.3,102.06,RB,26.0,3,1,11:22,682,10,6,17,-11,85,SINGLEBACK,6,7.0,-2,N,-2
181,10/02/2022,NE,GB,12,Damien Harris,180.3,97.52,RB,25.0,4,2,11:19,679,5,17,17,0,15,SINGLEBACK,6,8.0,5,N,5
182,10/23/2022,DAL,DET,11,Noah Brown,188.0,102.06,WR,26.0,2,1,1:53,113,10,3,6,-3,90,EMPTY,1,6.0,14,N,17
183,09/11/2022,MIA,NE,22,Tyreek Hill,177.8,83.91,WR,28.0,2,1,14:07,847,10,3,0,3,16,SHOTGUN,5,7.0,5,N,5
184,10/16/2022,SEA,ARI,1,Noah Fant,193.0,112.94,TE,24.0,2,1,0:23,23,10,6,3,3,32,EMPTY,1,6.0,7,N,7
185,09/18/2022,NYG,CAR,5,Richie James,175.3,83.91,WR,27.0,2,1,0:56,56,10,6,6,0,85,SHOTGUN,5,5.0,9,N,9
186,10/16/2022,GB,NYJ,25,Robert Tonyan,195.6,107.5,TE,28.0,4,3,9:59,599,22,10,24,-14,65,SHOTGUN,5,5.0,8,N,8
187,11/03/2022,HOU,PHI,26,Jalen Camp,188.0,99.79,WR,,4,2,4:58,298,3,17,29,-12,82,SHOTGUN,5,5.0,7,N,7
188,10/23/2022,KC,SF,29,Mecole Hardman,177.8,84.82,WR,24.0,3,2,5:43,343,7,16,21,5,58,SHOTGUN,5,6.0,5,N,5
189,10/27/2022,TB,BAL,3,Leonard Fournette,182.9,103.42,RB,27.0,1,2,3:19,199,1,7,3,4,41,SINGLEBACK,6,7.0,1,N,1
190,10/16/2022,BAL,NYG,24,Mark Andrews,195.6,115.67,TE,27.0,2,1,2:16,136,10,7,7,0,76,SHOTGUN,5,6.0,18,N,18
191,09/11/2022,NYG,TEN,31,Daniel Jones,195.6,99.79,QB,25.0,4,1,10:28,628,10,20,13,-7,99,SHOTGUN,5,7.0,2,N,2
192,09/11/2022,GB,MIN,21,Christian Watson,195.6,94.35,WR,,2,1,11:22,682,10,7,0,-7,90,SINGLEBACK,6,6.0,7,N,7
193,10/23/2022,NYJ,DEN,10,Garrett Wilson,182.9,87.09,WR,,2,2,1:12,72,6,9,7,-2,81,SHOTGUN,5,6.0,6,N,6
194,10/30/2022,WAS,IND,14,Antonio Gibson,188.0,100.24,RB,24.0,4,2,5:46,346,6,16,7,-9,23,SHOTGUN,5,6.0,3,N,3
195,09/18/2022,NYJ,CLE,8,Breece Hall,185.4,99.79,RB,,2,3,15:00,900,2,7,0,-7,39,SHOTGUN,5,7.0,23,N,23
196,10/09/2022,MIN,CHI,6,Adam Thielen,188.0,90.72,WR,32.0,4,2,3:42,222,9,21,22,-1,86,SHOTGUN,5,6.0,4,N,4
197,10/16/2022,MIA,MIN,21,Tyreek Hill,177.8,83.91,WR,28.0,3,2,4:27,267,17,3,10,-7,38,EMPTY,1,5.0,13,N,13
198,11/06/2022,KC,TEN,31,Isiah Pacheco,180.3,97.52,RB,,1,2,9:28,568,10,0,0,0,33,SHOTGUN,5,6.0,4,N,4
199,10/30/2022,NO,LV,19,Taysom Hill,188.0,100.24,TE,32.0,1,2,5:41,341,2,0,0,0,71,WILDCAT,7,7.0,7,N,7
200,09/12/2022,SEA,DEN,10,Geno Smith,190.5,100.24,QB,31.0,1,4,3:00,180,1,7,3,4,103,SINGLEBACK,6,8.0,0,N,0
201,10/23/2022,LV,HOU,13,Josh Jacobs,177.8,99.79,RB,24.0,3,1,7:28,448,10,10,13,-3,83,I_FORM,2,7.0,6,N,6
202,09/11/2022,HOU,IND,14,Dameon Pierce,177.8,97.52,RB,,3,1,2:32,152,10,20,3,17,56,I_FORM,2,7.0,1,N,1
203,10/02/2022,LAC,HOU,13,Gerald Everett,190.5,108.86,TE,28.0,2,3,7:30,450,3,7,21,14,74,SHOTGUN,5,6.0,14,N,14
204,09/19/2022,BUF,TEN,31,Devin Singletary,170.2,92.08,RB,25.0,3,1,0:14,14,10,41,7,34,106,SINGLEBACK,6,7.0,3,N,3
205,10/23/2022,LV,HOU,13,Mack Hollins,193.0,100.24,WR,29.0,4,1,14:17,857,10,17,20,-3,35,I_FORM,2,8.0,18,N,18
206,10/02/2022,DAL,WAS,32,Ezekiel Elliott,182.9,103.42,RB,27.0,3,1,6:49,409,15,12,7,5,32,SINGLEBACK,6,6.0,-1,N,-1
207,10/02/2022,WAS,DAL,9,Antonio Gibson,188.0,100.24,RB,24.0,1,1,10:12,612,10,3,0,-3,47,SHOTGUN,5,6.0,3,N,3
208,10/16/2022,DAL,PHI,26,Ezekiel Elliott,182.9,103.42,RB,27.0,3,1,8:26,506,10,20,3,-17,96,SINGLEBACK,6,7.0,14,N,14
209,09/08/2022,BUF,LA,17,Stefon Diggs,182.9,86.64,WR,28.0,3,1,9:24,564,10,10,10,0,32,SHOTGUN,5,5.0,7,N,7
210,09/25/2022,DET,MIN,21,Amon-Ra St. Brown,185.4,88.45,WR,,4,3,5:04,304,8,21,24,3,58,SHOTGUN,5,6.0,9,N,9
211,10/02/2022,NE,GB,12,Rhamondre Stevenson,182.9,111.58,RB,,4,2,13:46,826,5,17,17,0,59,SINGLEBACK,6,7.0,17,N,17
212,10/09/2022,WAS,TEN,31,Brian Robinson,185.4,103.42,RB,,4,4,3:55,235,1,17,21,-4,90,I_FORM,2,6.0,2,N,2
213,11/06/2022,KC,TEN,31,Travis Kelce,195.6,117.93,TE,33.0,5,1,9:47,587,15,17,17,0,90,SHOTGUN,5,6.0,4,N,4
214,11/07/2022,BAL,NO,23,Devin Duvernay,180.3,95.25,WR,25.0,1,2,7:48,468,6,0,0,0,38,SINGLEBACK,6,6.0,5,N,5
215,10/02/2022,KC,TB,30,Clyde Edwards-Helaire,172.7,94.8,RB,23.0,1,1,2:18,138,10,3,14,11,92,I_FORM,2,7.0,3,Y,-5
216,10/02/2022,TB,KC,16,Cole Beasley,172.7,78.93,WR,33.0,4,3,8:42,522,26,24,41,-17,37,SHOTGUN,5,4.0,5,N,5
217,10/23/2022,PIT,MIA,20,Najee Harris,188.0,104.33,RB,,3,3,7:08,428,3,16,10,-6,76,SHOTGUN,5,7.0,2,N,2
218,10/02/2022,DET,SEA,28,Justin Jackson,182.9,90.72,RB,26.0,4,2,1:09,69,2,38,48,-10,12,SHOTGUN,5,9.0,2,N,2
219,09/25/2022,BAL,NE,22,Mark Andrews,195.6,115.67,TE,27.0,4,1,3:18,198,10,26,31,5,92,SHOTGUN,5,6.0,3,N,3
220,10/20/2022,ARI,NO,23,Eno Benjamin,177.8,95.25,RB,23.0,4,2,6:26,386,5,35,24,11,105,SHOTGUN,5,7.0,5,N,5
221,10/30/2022,NE,NYJ,25,Rhamondre Stevenson,182.9,111.58,RB,,2,3,10:54,654,8,10,3,-7,83,SHOTGUN,5,5.0,22,N,22
222,10/23/2022,TEN,IND,14,Derrick Henry,190.5,112.04,RB,28.0,4,1,3:22,202,10,19,10,9,67,I_FORM,2,8.0,11,N,11
223,10/16/2022,PIT,TB,30,Kenny Pickett,190.5,99.79,QB,,2,1,10:58,658,10,7,6,1,91,SHOTGUN,5,6.0,6,N,6
224,10/09/2022,JAX,HOU,13,Marvin Jones,188.0,89.81,WR,32.0,3,2,13:26,806,11,6,6,0,64,SHOTGUN,5,6.0,17,N,17
225,10/02/2022,TB,KC,16,Rachaad White,188.0,95.25,RB,,2,1,11:26,686,10,3,21,-18,85,SINGLEBACK,6,6.0,11,N,11
226,09/11/2022,NYG,TEN,31,Daniel Jones,195.6,99.79,QB,25.0,4,3,2:05,125,3,20,13,-7,91,SHOTGUN,5,6.0,2,N,2
227,10/23/2022,CAR,TB,30,D'Onta Foreman,185.4,105.69,RB,26.0,4,3,2:00,120,8,21,3,18,73,SINGLEBACK,6,8.0,4,N,4
228,10/23/2022,TB,CAR,5,Mike Evans,195.6,104.78,WR,29.0,1,1,10:59,659,10,0,0,0,37,EMPTY,1,6.0,4,N,4
229,09/25/2022,LA,ARI,1,Ben Skowronek,190.5,99.79,WR,,4,3,10:02,602,1,9,20,11,75,SINGLEBACK,6,7.0,32,N,32
230,09/11/2022,DAL,TB,30,Dalton Schultz,195.6,109.77,TE,26.0,3,3,2:34,154,11,3,19,-16,86,SHOTGUN,5,6.0,14,N,14
231,10/30/2022,GB,BUF,4,Aaron Jones,175.3,94.35,RB,27.0,2,2,12:48,768,5,14,0,-14,49,I_FORM,2,6.0,4,N,4
232,10/09/2022,TEN,WAS,32,Derrick Henry,190.5,112.04,RB,28.0,2,1,7:14,434,10,10,7,-3,91,SINGLEBACK,6,6.0,17,N,-4
233,10/16/2022,CIN,NO,23,Tee Higgins,193.0,95.25,WR,23.0,4,2,7:47,467,20,26,21,-5,67,EMPTY,1,5.0,13,N,13
234,09/11/2022,MIN,GB,12,Justin Jefferson,190.5,87.09,WR,,3,3,10:39,639,15,17,0,17,48,PISTOL,4,5.0,0,N,0
235,09/19/2022,PHI,MIN,21,Boston Scott,167.6,92.08,RB,27.0,2,2,3:53,233,10,14,7,7,60,SHOTGUN,5,6.0,16,N,16
236,09/11/2022,ARI,KC,16,Eno Benjamin,177.8,95.25,RB,23.0,3,1,1:55,115,10,7,37,-30,62,SHOTGUN,5,5.0,4,N,4
237,09/11/2022,NE,MIA,20,Rhamondre Stevenson,182.9,111.58,RB,,2,2,5:47,347,8,10,0,-10,52,SINGLEBACK,6,7.0,-4,N,-4
238,11/06/2022,GB,DET,11,Samori Toure,190.5,86.18,WR,,4,1,8:04,484,10,15,6,-9,96,SHOTGUN,5,6.0,2,N,2
239,10/09/2022,PIT,BUF,4,Jaylen Warren,172.7,102.06,RB,,4,1,12:23,743,10,38,3,-35,64,SHOTGUN,5,6.0,12,N,12
240,10/02/2022,LV,DEN,10,Josh Jacobs,177.8,99.79,RB,24.0,3,1,7:09,429,10,19,16,3,90,I_FORM,2,7.0,4,N,4
241,10/09/2022,ATL,TB,30,Marcus Mariota,193.0,100.7,QB,28.0,2,1,1:10,70,10,10,0,-10,78,PISTOL,4,7.0,8,N,8
242,10/02/2022,CAR,ARI,1,Christian McCaffrey,180.3,92.99,RB,26.0,4,2,7:14,434,5,10,26,-16,79,SHOTGUN,5,6.0,34,N,34
243,09/11/2022,DET,PHI,26,D'Andre Swift,177.8,95.71,RB,23.0,1,2,14:27,867,11,0,0,0,86,SINGLEBACK,6,6.0,50,N,50
244,10/02/2022,DET,SEA,28,Jamaal Williams,182.9,96.62,RB,27.0,4,2,7:45,465,10,31,41,-10,58,SHOTGUN,5,6.0,0,N,0
245,10/23/2022,IND,TEN,31,Jonathan Taylor,180.3,100.24,RB,23.0,1,2,2:27,147,10,3,0,-3,55,SHOTGUN,5,7.0,0,N,0
246,11/06/2022,ARI,SEA,28,Rondale Moore,175.3,81.65,WR,,1,2,6:54,414,4,0,3,-3,86,SHOTGUN,5,6.0,2,N,2
247,10/16/2022,BAL,NYG,24,Isaiah Likely,193.0,108.86,TE,,1,2,11:44,704,7,0,0,0,67,EMPTY,1,6.0,19,N,19
248,10/02/2022,BUF,BAL,3,Zack Moss,177.8,97.52,RB,24.0,2,1,12:54,774,10,17,3,-14,35,SHOTGUN,5,6.0,5,N,5
249,10/09/2022,NYJ,MIA,20,Elijah Moore,175.3,83.46,WR,,1,1,12:31,751,10,2,0,2,59,SHOTGUN,5,7.0,11,N,11
250,10/16/2022,KC,BUF,4,Isiah Pacheco,180.3,97.52,RB,,2,1,6:33,393,10,7,3,4,107,SHOTGUN,5,6.0,5,N,5
251,10/02/2022,PHI,JAX,15,Dallas Goedert,195.6,116.12,TE,27.0,3,2,1:21,81,17,20,14,6,79,SHOTGUN,5,5.0,9,N,9
252,11/06/2022,NYJ,BUF,4,James Robinson,177.8,99.79,RB,24.0,2,3,2:26,146,1,3,14,-11,78,SHOTGUN,5,6.0,0,N,0
253,09/11/2022,BAL,NYJ,25,Demarcus Robinson,185.4,92.08,WR,27.0,1,2,4:08,248,11,0,0,0,96,SHOTGUN,5,6.0,8,N,8
254,09/11/2022,SF,CHI,6,Trey Lance,193.0,102.51,QB,,1,3,11:53,713,2,0,0,0,61,SINGLEBACK,6,7.0,2,N,2
255,09/25/2022,DET,MIN,21,Amon-Ra St. Brown,185.4,88.45,WR,,1,4,7:12,432,5,0,0,0,78,SHOTGUN,5,6.0,30,N,30
256,10/16/2022,TB,PIT,27,Cameron Brate,195.6,111.13,TE,31.0,3,2,3:22,202,13,13,12,-1,98,SHOTGUN,5,6.0,6,N,6
257,10/27/2022,BAL,TB,30,Justice Hill,177.8,90.72,RB,24.0,3,2,3:40,220,11,10,10,0,51,SHOTGUN,5,7.0,12,N,12
258,09/25/2022,LA,ARI,1,Cam Akers,180.3,96.16,RB,23.0,4,2,6:46,406,1,9,20,11,11,SHOTGUN,5,8.0,-2,N,-2
259,10/30/2022,NE,NYJ,25,Jonnu Smith,190.5,112.49,TE,27.0,3,1,7:14,434,10,10,13,3,83,EMPTY,1,4.0,5,N,5
260,10/09/2022,HOU,JAX,15,Dameon Pierce,177.8,97.52,RB,,4,2,11:43,703,18,6,6,0,40,SHOTGUN,5,6.0,3,N,3
261,10/23/2022,CLE,BAL,3,Nick Chubb,180.3,102.06,RB,26.0,3,1,5:52,352,10,20,10,-10,73,SINGLEBACK,6,7.0,1,N,1
262,09/08/2022,LA,BUF,4,Cooper Kupp,188.0,94.35,WR,29.0,3,2,7:28,448,10,10,17,-7,35,EMPTY,1,5.0,23,N,23
263,09/11/2022,NE,MIA,20,Rhamondre Stevenson,182.9,111.58,RB,,1,2,3:29,209,3,3,0,-3,42,SINGLEBACK,6,7.0,12,N,12
264,10/02/2022,NYG,CHI,6,Daniel Jones,195.6,99.79,QB,25.0,3,1,4:16,256,10,14,12,2,29,SHOTGUN,5,7.0,19,N,19
265,10/09/2022,CAR,SF,29,Giovanni Ricci,190.5,108.86,TE,25.0,2,3,8:43,523,10,0,10,-10,41,SHOTGUN,5,5.0,6,N,6
266,10/23/2022,NYG,JAX,15,Saquon Barkley,180.3,105.69,RB,25.0,3,1,8:31,511,10,17,13,-4,84,SINGLEBACK,6,7.0,4,N,4
267,10/09/2022,TB,ATL,2,Leonard Fournette,182.9,103.42,RB,27.0,3,1,10:28,628,10,13,0,13,84,SHOTGUN,5,6.0,2,N,2
268,10/16/2022,TB,PIT,27,Leonard Fournette,182.9,103.42,RB,27.0,3,3,12:45,765,1,13,9,-4,76,I_FORM,2,6.0,5,N,5
269,09/11/2022,SF,CHI,6,Brandon Aiyuk,185.4,93.44,WR,24.0,2,3,7:26,446,3,0,7,7,79,SHOTGUN,5,6.0,14,Y,-10
270,10/09/2022,DAL,LA,17,Ezekiel Elliott,182.9,103.42,RB,27.0,1,1,3:33,213,10,3,9,6,53,SHOTGUN,5,7.0,1,N,1
271,10/16/2022,GB,NYJ,25,Romeo Doubs,188.0,90.72,WR,,1,1,6:28,388,10,0,0,0,50,SHOTGUN,5,7.0,7,N,7
272,09/18/2022,PIT,NE,22,Najee Harris,188.0,104.33,RB,,1,1,0:42,42,10,0,3,-3,76,SINGLEBACK,6,8.0,5,N,5
273,10/30/2022,MIA,DET,11,Alec Ingold,185.4,109.77,FB,26.0,1,1,12:22,742,10,7,0,-7,73,I_FORM,2,8.0,5,N,5
274,09/18/2022,NE,PIT,27,Kendrick Bourne,185.4,92.08,WR,27.0,2,2,1:22,82,6,3,3,0,67,SHOTGUN,5,6.0,6,N,6
275,09/25/2022,GB,TB,30,A.J. Dillon,185.4,113.4,RB,24.0,1,1,6:37,397,10,3,0,-3,43,SHOTGUN,5,6.0,4,N,4
276,10/02/2022,NYG,CHI,6,Saquon Barkley,180.3,105.69,RB,25.0,4,1,7:39,459,10,17,12,5,40,WILDCAT,7,5.0,4,N,4
277,09/11/2022,MIN,GB,12,Dalvin Cook,177.8,95.25,RB,27.0,2,1,2:00,120,10,10,0,10,73,SHOTGUN,5,6.0,9,N,9
278,10/09/2022,MIN,CHI,6,Irv Smith,188.0,108.86,TE,24.0,4,3,5:42,342,4,21,22,-1,62,SHOTGUN,5,6.0,13,N,13
279,10/02/2022,GB,NE,22,A.J. Dillon,185.4,113.4,RB,24.0,4,1,2:56,176,10,24,24,0,68,SINGLEBACK,6,7.0,2,N,2
280,10/30/2022,NYJ,NE,22,Michael Carter,177.8,90.72,RB,,4,1,7:09,429,15,10,22,-12,26,SHOTGUN,5,5.0,6,N,6
281,10/16/2022,NE,CLE,8,Rhamondre Stevenson,182.9,111.58,RB,,1,2,9:57,597,9,0,0,0,97,SHOTGUN,5,7.0,7,N,7
282,10/02/2022,NYG,CHI,6,Daniel Jones,195.6,99.79,QB,25.0,1,1,5:15,315,10,0,3,-3,89,SINGLEBACK,6,7.0,21,N,21
283,09/25/2022,BUF,MIA,20,Devin Singletary,170.2,92.08,RB,25.0,1,1,0:49,49,10,7,7,0,72,I_FORM,2,6.0,1,N,1
284,09/15/2022,KC,LAC,18,Travis Kelce,195.6,117.93,TE,32.0,3,3,0:30,30,1,14,17,-3,11,SHOTGUN,5,8.0,0,N,0
285,09/25/2022,JAX,LAC,18,James Robinson,177.8,99.79,RB,24.0,3,1,9:42,582,10,10,23,13,70,SINGLEBACK,6,7.0,2,N,2
286,09/18/2022,LA,ATL,2,Cam Akers,180.3,96.16,RB,23.0,3,2,12:13,733,2,21,3,18,78,SINGLEBACK,6,7.0,1,N,1
287,10/09/2022,PHI,ARI,1,Miles Sanders,180.3,95.71,RB,25.0,3,1,12:53,773,10,10,14,4,43,SHOTGUN,5,7.0,8,N,8
288,09/19/2022,PHI,MIN,21,Jalen Hurts,188.0,98.88,QB,24.0,1,1,9:14,554,3,0,0,0,107,SHOTGUN,5,7.0,3,N,3
289,10/09/2022,JAX,HOU,13,Travis Etienne,177.8,90.72,RB,,4,1,0:08,8,10,6,13,-7,75,SHOTGUN,5,4.0,12,N,12
290,09/18/2022,CLE,NYJ,25,Nick Chubb,180.3,102.06,RB,26.0,1,2,5:35,335,2,0,0,0,14,I_FORM,2,8.0,0,N,0
291,10/02/2022,JAX,PHI,26,Evan Engram,190.5,108.86,TE,28.0,3,2,9:06,546,11,20,14,-6,83,SHOTGUN,5,7.0,16,N,16
292,10/16/2022,DAL,PHI,26,Ezekiel Elliott,182.9,103.42,RB,27.0,3,3,6:14,374,2,20,10,-10,25,SHOTGUN,5,6.0,6,N,6
293,09/11/2022,CLE,CAR,5,Nick Chubb,180.3,102.06,RB,26.0,2,2,11:40,700,8,0,0,0,70,SHOTGUN,5,7.0,5,N,5
294,10/10/2022,KC,LV,19,Travis Kelce,195.6,117.93,TE,33.0,3,2,3:29,209,8,17,20,-3,102,SHOTGUN,5,5.0,8,N,8
295,10/30/2022,DET,MIA,20,Josh Reynolds,190.5,88.9,WR,27.0,2,2,0:47,47,5,24,17,7,59,SHOTGUN,5,6.0,9,N,9
296,10/13/2022,WAS,CHI,6,J.D. McKissic,177.8,88.45,RB,29.0,2,2,1:36,96,10,0,0,0,50,SHOTGUN,5,6.0,16,N,16
297,10/27/2022,BAL,TB,30,Lamar Jackson,188.0,96.16,QB,25.0,4,1,8:48,528,10,13,17,4,86,PISTOL,4,7.0,14,N,0
298,10/30/2022,SEA,NYG,24,Kenneth Walker,177.8,95.25,RB,,2,1,12:41,761,3,0,0,0,107,SINGLEBACK,6,9.0,0,N,0
299,09/25/2022,DEN,SF,29,Melvin Gordon,185.4,97.52,RB,29.0,1,1,4:21,261,10,0,7,-7,30,SINGLEBACK,6,8.0,4,N,4
300,09/15/2022,KC,LAC,18,Mecole Hardman,177.8,84.82,WR,24.0,2,1,14:57,897,10,0,10,-10,35,SHOTGUN,5,6.0,30,N,30
301,10/02/2022,ARI,CAR,5,Rondale Moore,175.3,81.65,WR,,4,3,12:12,732,27,10,10,0,83,EMPTY,1,4.0,6,N,6
302,09/18/2022,TB,NO,23,Leonard Fournette,182.9,103.42,RB,27.0,4,2,2:56,176,5,10,20,10,48,SINGLEBACK,6,8.0,1,N,1
303,09/25/2022,NO,CAR,5,Alvin Kamara,177.8,97.52,RB,27.0,3,2,11:15,675,3,13,0,-13,63,PISTOL,4,7.0,2,N,2
304,11/03/2022,HOU,PHI,26,Dameon Pierce,177.8,97.52,RB,,1,1,0:20,20,10,7,7,0,46,I_FORM,2,7.0,-1,N,-1
305,10/17/2022,LAC,DEN,10,Austin Ekeler,177.8,90.72,RB,27.0,1,1,14:54,894,10,0,0,0,55,SINGLEBACK,6,6.0,8,N,8
306,10/09/2022,MIN,CHI,6,Dalvin Cook,177.8,95.25,RB,27.0,1,1,8:18,498,1,0,0,0,11,I_FORM,2,7.0,1,N,1
307,09/19/2022,MIN,PHI,26,Irv Smith,188.0,108.86,TE,24.0,4,1,3:05,185,10,24,7,-17,69,SHOTGUN,5,6.0,6,N,6
308,09/11/2022,CLE,CAR,5,Kareem Hunt,180.3,97.98,RB,27.0,4,1,8:31,511,10,14,20,6,33,SINGLEBACK,6,8.0,4,N,4
309,10/30/2022,ARI,MIN,21,Rondale Moore,175.3,81.65,WR,,1,1,10:12,612,10,7,0,-7,85,EMPTY,1,5.0,0,Y,15
310,09/11/2022,HOU,IND,14,Dameon Pierce,177.8,97.52,RB,,1,2,4:42,282,8,0,3,-3,37,SHOTGUN,5,6.0,3,N,3
311,10/30/2022,MIN,ARI,1,Dalvin Cook,177.8,95.25,RB,27.0,2,1,14:54,894,10,7,3,4,93,SINGLEBACK,6,7.0,19,N,19
312,11/03/2022,HOU,PHI,26,Phillip Dorsett,177.8,87.09,WR,29.0,1,1,14:28,868,10,0,0,0,46,SINGLEBACK,6,6.0,8,N,8
313,10/23/2022,HOU,LV,19,Dameon Pierce,177.8,97.52,RB,,4,1,13:27,807,10,24,20,-4,34,SINGLEBACK,6,6.0,4,N,4
314,10/09/2022,NE,DET,11,Hunter Henry,195.6,113.4,TE,27.0,2,2,1:14,74,7,13,0,13,79,SHOTGUN,5,6.0,8,N,8
315,10/09/2022,NYJ,MIA,20,Breece Hall,185.4,99.79,RB,,4,3,6:03,363,11,33,17,16,79,SHOTGUN,5,6.0,15,N,15
316,09/25/2022,MIA,BUF,4,Raheem Mostert,177.8,89.36,RB,30.0,3,1,14:18,858,10,14,14,0,63,SINGLEBACK,6,7.0,-6,N,-6
317,10/09/2022,TB,ATL,2,Leonard Fournette,182.9,103.42,RB,27.0,1,2,14:53,893,10,0,0,0,91,I_FORM,2,7.0,14,N,14
318,10/23/2022,DET,DAL,9,Jamaal Williams,182.9,96.62,RB,27.0,2,1,1:45,105,10,3,6,3,107,SINGLEBACK,6,6.0,13,N,13
319,10/17/2022,LAC,DEN,10,Austin Ekeler,177.8,90.72,RB,27.0,1,3,6:23,383,11,0,3,-3,82,SHOTGUN,5,5.0,6,N,6
320,09/29/2022,MIA,CIN,7,Raheem Mostert,177.8,89.36,RB,30.0,4,3,1:13,73,10,27,15,-12,59,SHOTGUN,5,5.0,6,N,6
321,10/02/2022,ARI,CAR,5,Kyler Murray,177.8,93.89,QB,25.0,1,2,8:54,534,5,0,0,0,24,SHOTGUN,5,5.0,0,N,0
322,10/13/2022,WAS,CHI,6,Terry McLaurin,182.9,95.25,WR,27.0,3,1,13:35,815,10,0,3,3,46,SINGLEBACK,6,6.0,6,N,6
323,09/18/2022,NYG,CAR,5,Gary Brightwell,185.4,98.88,RB,,4,3,8:39,519,1,16,16,0,54,I_FORM,2,8.0,14,N,14
324,09/25/2022,WAS,PHI,26,Terry McLaurin,182.9,95.25,WR,27.0,3,1,2:23,143,10,0,24,-24,38,SHOTGUN,5,6.0,45,N,45
325,10/09/2022,PHI,ARI,1,Jalen Hurts,188.0,98.88,QB,24.0,1,1,7:56,476,10,0,7,7,75,EMPTY,1,5.0,5,N,5
326,10/09/2022,MIA,NYJ,25,Myles Gaskin,177.8,90.72,RB,25.0,4,2,1:45,105,23,40,17,-23,40,SHOTGUN,5,5.0,16,N,16
327,09/11/2022,NYJ,BAL,3,Tyler Conklin,190.5,115.21,TE,27.0,4,2,9:41,581,10,3,24,-21,59,EMPTY,1,6.0,6,N,6
328,09/18/2022,IND,JAX,15,Jonathan Taylor,180.3,100.24,RB,23.0,3,2,9:33,573,1,17,0,-17,39,SINGLEBACK,6,7.0,5,N,5
329,09/19/2022,TEN,BUF,4,Robert Woods,182.9,87.54,WR,30.0,3,2,14:53,893,10,17,7,-10,35,SHOTGUN,5,6.0,17,N,17
330,09/11/2022,NE,MIA,20,Rhamondre Stevenson,182.9,111.58,RB,,1,1,4:05,245,10,3,0,-3,35,SINGLEBACK,6,7.0,7,N,7
331,10/23/2022,CIN,ATL,2,Joe Mixon,185.4,99.79,RB,26.0,1,2,8:51,531,5,7,0,7,65,SHOTGUN,5,7.0,22,N,22
332,09/25/2022,JAX,LAC,18,Travis Etienne,177.8,90.72,RB,,3,1,5:58,358,10,10,23,13,38,SINGLEBACK,6,7.0,-2,N,-2
333,09/18/2022,GB,CHI,6,A.J. Dillon,185.4,113.4,RB,24.0,1,2,4:05,245,4,3,7,-4,79,SHOTGUN,5,6.0,5,N,5
